№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя,Посилання
123322330,Вирок,26.11.2024,27.12.2024,Кримінальне,183/7937/24,Самарівський міськрайонний суд Дніпропетровської області,,/Review/123322330
123380074,Вирок,26.11.2024,26.11.2024,Кримінальне,183/12595/23,Дніпровський апеляційний суд,,/Review/123380074
123297132,Вирок,25.11.2024,26.12.2024,Кримінальне,526/4220/24,Гадяцький районний суд Полтавської області,,/Review/123297132
123264411,Вирок,25.11.2024,26.12.2024,Кримінальне,712/13985/24,Соснівський районний суд м. Черкаси,,/Review/123264411
123258567,Вирок,25.11.2024,26.12.2024,Кримінальне,154/4430/24,Володимирський міський суд Волинської області,,/Review/123258567
123284171,Вирок,25.11.2024,26.12.2024,Кримінальне,127/16182/22,Вінницький міський суд Вінницької області,,/Review/123284171
123291854,Вирок,25.11.2024,20.01.2025,Кримінальне,646/10668/24,Основ’янський районний суд міста Харкова,,/Review/123291854
123291853,Вирок,25.11.2024,20.01.2025,Кримінальне,646/12275/24,Основ’янський районний суд міста Харкова,,/Review/123291853
123234729,Вирок,22.11.2024,23.12.2024,Кримінальне,756/7269/24,Оболонський районний суд міста Києва,,/Review/123234729
123246306,Вирок,22.11.2024,03.01.2025,Кримінальне,470/672/24,Березнегуватський районний суд Миколаївської області,,/Review/123246306
123232530,Вирок,22.11.2024,24.12.2024,Кримінальне,554/4413/22,Шевченківський районний суд міста Полтави,,/Review/123232530
123264371,Вирок,22.11.2024,01.04.2025,Кримінальне,712/12516/24,Соснівський районний суд м. Черкаси,,/Review/123264371
123195313,Вирок,21.11.2024,,Кримінальне,285/3472/24,Звягельський міськрайонний суд Житомирської області,,/Review/123195313
123196239,Вирок,21.11.2024,24.12.2024,Кримінальне,524/12255/24,Автозаводський районний суд м. Кременчука,,/Review/123196239
123200856,Вирок,21.11.2024,24.12.2024,Кримінальне,944/4484/24,Яворівський районний суд Львівської області,,/Review/123200856
123195010,Вирок,21.11.2024,24.12.2024,Кримінальне,274/8198/24,Бердичівський міськрайонний суд Житомирської області,,/Review/123195010
123228253,Вирок,21.11.2024,27.12.2024,Кримінальне,646/9944/24,Основ’янський районний суд міста Харкова,,/Review/123228253
123219783,Вирок,20.11.2024,23.12.2024,Кримінальне,205/4603/24,Чечелівський районний суд міста Дніпра,,/Review/123219783
123161029,Вирок,20.11.2024,21.12.2024,Кримінальне,707/3282/24,Черкаський районний суд Черкаської області,,/Review/123161029
123455695,Вирок,19.11.2024,20.12.2024,Кримінальне,766/7553/24,Херсонський міський суд Херсонської області,,/Review/123455695
123111938,Вирок,19.11.2024,20.12.2024,Кримінальне,583/5361/24,Охтирський міськрайонний суд Сумської області,,/Review/123111938
123145274,Вирок,19.11.2024,20.12.2024,Кримінальне,636/9228/24,Чугуївський міський суд Харківської області,,/Review/123145274
123075914,Вирок,18.11.2024,19.12.2024,Кримінальне,363/2494/24,Вишгородський районний суд Київської області,,/Review/123075914
123037675,Вирок,15.11.2024,15.12.2024,Кримінальне,465/8585/24,Франківський районний суд м. Львова,,/Review/123037675
122997643,Вирок,14.11.2024,29.05.2025,Кримінальне,631/940/24,Нововодолазький районний суд Харківської області,,/Review/122997643
123775850,Вирок,13.11.2024,,Кримінальне,490/7509/21,Центральний районний суд м. Миколаєва,,/Review/123775850
123775856,Вирок,13.11.2024,,Кримінальне,490/9828/24,Центральний районний суд м. Миколаєва,,/Review/123775856
123775857,Вирок,13.11.2024,,Кримінальне,490/9278/21,Центральний районний суд м. Миколаєва,,/Review/123775857
122990696,Вирок,13.11.2024,16.12.2024,Кримінальне,397/1341/24,Олександрівський районний суд Кіровоградської області,,/Review/122990696
